index,lower,upper
297,46577306124291097422263437/16000000000000000000000000000000,93154612248582194844526979/32000000000000000000000000000000
298,1410758528925972958988133/500000000000000000000000000000,90288545851262269375240617/32000000000000000000000000000000
299,43755329536126208950135091/16000000000000000000000000000000,87510659072252417900270287/32000000000000000000000000000000
300,84818238907631172005078589/32000000000000000000000000000000,42409119453815586002539347/16000000000000000000000000000000
301,513804098900229386635831/200000000000000000000000000000,16441731164807340372346613/6400000000000000000000000000000
302,79679361190529412895231023/32000000000000000000000000000000,9959920148816176611903891/4000000000000000000000000000000
303,77227884789469458460517079/32000000000000000000000000000000,1206685699835460288445581/500000000000000000000000000000
304,74851832403977988848614259/32000000000000000000000000000000,18712958100994497212153591/8000000000000000000000000000000
305,36274441739812884783375483/16000000000000000000000000000000,72548883479625769566751071/32000000000000000000000000000000
306,70316788858065311549744239/32000000000000000000000000000000,8789598607258163943718043/4000000000000000000000000000000
307,34076684290196466858138883/16000000000000000000000000000000,68153368580392933716277871/32000000000000000000000000000000
308,66056509758095292849602237/32000000000000000000000000000000,33028254879047646424801171/16000000000000000000000000000000
309,64024164509500933798880627/32000000000000000000000000000000,16006041127375233449720183/8000000000000000000000000000000
310,62054347959721399048075223/32000000000000000000000000000000,969599186870646860126177/500000000000000000000000000000
311,60145136302128453373004769/32000000000000000000000000000000,30072568151064226686502437/16000000000000000000000000000000
312,58294664919474087260954059/32000000000000000000000000000000,14573666229868521815238541/8000000000000000000000000000000
313,28250563281409110392935599/16000000000000000000000000000000,56501126562818220785871303/32000000000000000000000000000000
314,27381384793242747343324409/16000000000000000000000000000000,54762769586485494686648923/32000000000000000000000000000000
315,13269474059331815674871701/8000000000000000000000000000000,53077896237327262699486909/32000000000000000000000000000000
316,3215303812288621391121429/2000000000000000000000000000000,51444860996617942257942969/32000000000000000000000000000000
317,12465517243241572838923437/8000000000000000000000000000000,12465517243241572838923463/8000000000000000000000000000000
318,6040996793084000990965751/4000000000000000000000000000000,1510249198271000247741441/1000000000000000000000000000000
319,2927567428125396453526479/2000000000000000000000000000000,5855134856250792907052971/4000000000000000000000000000000
320,1815997212957689194355077/1280000000000000000000000000000,45399930323942229858877029/32000000000000000000000000000000
321,44003121279904792814511901/32000000000000000000000000000000,8800624255980958562902401/6400000000000000000000000000000
322,21324643767578542945713269/16000000000000000000000000000000,42649287535157085891426643/32000000000000000000000000000000
323,41337106878478513102593811/32000000000000000000000000000000,10334276719619628275648479/8000000000000000000000000000000
324,10016324444708676030496391/8000000000000000000000000000000,40065297778834704121985669/32000000000000000000000000000000
325,19416309066888824342440967/16000000000000000000000000000000,38832618133777648684882039/32000000000000000000000000000000
326,1505514562254147992463983/1280000000000000000000000000000,117618325176105311911249/100000000000000000000000000000
327,18239934349667333174845693/16000000000000000000000000000000,36479868699334666349691491/32000000000000000000000000000000
328,35357501115623668678317571/32000000000000000000000000000000,8839375278905917169579419/8000000000000000000000000000000
329,8567416288430690769972573/8000000000000000000000000000000,34269665153722763079890397/32000000000000000000000000000000
330,33215298387183584781076031/32000000000000000000000000000000,4151912298397948097634517/4000000000000000000000000000000
331,32193371076995450457384463/32000000000000000000000000000000,4024171384624431307173071/4000000000000000000000000000000
332,15601442582948765256015141/16000000000000000000000000000000,31202885165897530512030387/32000000000000000000000000000000
333,6048574660726576222207241/6400000000000000000000000000000,3024287330363288111103631/3200000000000000000000000000000
334,7328099475548086561331507/8000000000000000000000000000000,29312397902192346245326133/32000000000000000000000000000000
335,28410550220125630521527627/32000000000000000000000000000000,7102637555031407630381933/8000000000000000000000000000000
336,13768224737512616285999599/16000000000000000000000000000000,27536449475025232571999303/32000000000000000000000000000000
337,13344620991658222327905243/16000000000000000000000000000000,26689241983316444655810591/32000000000000000000000000000000
338,12934050163256646538395049/16000000000000000000000000000000,25868100326513293076790203/32000000000000000000000000000000
339,25072222543126142525478943/32000000000000000000000000000000,3134027817890767815684881/4000000000000000000000000000000
340,24300831345431740610058233/32000000000000000000000000000000,12150415672715870305029169/16000000000000000000000000000000
341,5888293340085190287719153/8000000000000000000000000000000,23553173360340761150876717/32000000000000000000000000000000
342,22828518393621439994544769/32000000000000000000000000000000,11414259196810719997272437/16000000000000000000000000000000
343,11063079358380354073501949/16000000000000000000000000000000,22126158716760708147004003/32000000000000000000000000000000
344,4289081675153267242630701/6400000000000000000000000000000,2144540837576633621315361/3200000000000000000000000000000
345,20785602521235033060335119/32000000000000000000000000000000,2598200315154379132541903/4000000000000000000000000000000
346,2014609675903221122627181/3200000000000000000000000000000,4029219351806442245254383/6400000000000000000000000000000
347,4881566630237315539191427/8000000000000000000000000000000,19526266520949262156765813/32000000000000000000000000000000
348,9462753227361847773976439/16000000000000000000000000000000,18925506454723695547952983/32000000000000000000000000000000
349,2292903729103300992552809/4000000000000000000000000000000,1146451864551650496276411/2000000000000000000000000000000
350,17778867979438674739698301/32000000000000000000000000000000,3555773595887734947939681/6400000000000000000000000000000
351,8615934857529612461324489/16000000000000000000000000000000,17231869715059224922649083/32000000000000000000000000000000
352,521928150568718005767357/1000000000000000000000000000000,16701700818198976184555529/32000000000000000000000000000000
353,323756870072753940100601/640000000000000000000000000000,3237568700727539401006031/6400000000000000000000000000000
354,15689795916733037363391491/32000000000000000000000000000000,3922448979183259340847899/8000000000000000000000000000000
