index,lower,upper
307,2322440705765366263373/4000000000000000000000000000000,4644881411530732526771/8000000000000000000000000000000
308,2181731135991752163061/4000000000000000000000000000000,4363462271983504326147/8000000000000000000000000000000
309,1024773364077849761409/2000000000000000000000000000000,4099093456311399045661/8000000000000000000000000000000
310,3850741937595830277617/8000000000000000000000000000000,1925370968797915138821/4000000000000000000000000000000
311,1808718638428616098547/4000000000000000000000000000000,3617437276857232197119/8000000000000000000000000000000
312,1699133915521647699073/4000000000000000000000000000000,3398267831043295398171/8000000000000000000000000000000
313,638475438152721760491/1600000000000000000000000000000,39904714884545110031/100000000000000000000000000000
314,599792166770214666891/1600000000000000000000000000000,37487010423138416681/100000000000000000000000000000
315,2817262981673801446597/8000000000000000000000000000000,1408631490836900723311/4000000000000000000000000000000
316,661643411478367256713/2000000000000000000000000000000,2646573645913469026877/8000000000000000000000000000000
317,621556463567584620117/2000000000000000000000000000000,2486225854270338480493/8000000000000000000000000000000
318,1167796522127166019097/4000000000000000000000000000000,2335593044254332038219/8000000000000000000000000000000
319,137130413429895912123/500000000000000000000000000000,1097043307439167296997/4000000000000000000000000000000
320,1030576813343456041623/4000000000000000000000000000000,257644203335864010409/1000000000000000000000000000000
321,77450985645330222029/320000000000000000000000000000,1936274641133255550751/8000000000000000000000000000000
322,1818961690861667521577/8000000000000000000000000000000,1818961690861667521603/8000000000000000000000000000000
323,42718909324110593949/200000000000000000000000000000,854378186482211878993/4000000000000000000000000000000
324,1605228057762368717797/8000000000000000000000000000000,1605228057762368717823/8000000000000000000000000000000
325,376993051527503675313/2000000000000000000000000000000,753986103055007350639/4000000000000000000000000000000
326,1416608788649976675607/8000000000000000000000000000000,1416608788649976675633/8000000000000000000000000000000
327,266156160167988829029/1600000000000000000000000000000,133078080083994414517/800000000000000000000000000000
328,1250152867949624818261/8000000000000000000000000000000,625076433974812409143/4000000000000000000000000000000
329,1174409934576654546191/8000000000000000000000000000000,146801241822081818277/1000000000000000000000000000000
330,137907004195090974421/1000000000000000000000000000000,1103256033560727795393/8000000000000000000000000000000
331,103641312948545326721/800000000000000000000000000000,207282625897090653447/1600000000000000000000000000000
332,486810016124446253143/4000000000000000000000000000000,973620032248892506311/8000000000000000000000000000000
333,914631376457534301263/8000000000000000000000000000000,114328922057191787661/1000000000000000000000000000000
334,859216662655664243563/8000000000000000000000000000000,214804165663916060897/2000000000000000000000000000000
335,25223729895116000227/250000000000000000000000000000,807159356643712007289/8000000000000000000000000000000
336,189564010841535724803/2000000000000000000000000000000,189564010841535724809/2000000000000000000000000000000
337,89039454007836493249/1000000000000000000000000000000,22259863501959123313/250000000000000000000000000000
338,669158609577051442603/8000000000000000000000000000000,669158609577051442627/8000000000000000000000000000000
339,628616338905299212879/8000000000000000000000000000000,628616338905299212903/8000000000000000000000000000000
340,590530400243130127493/8000000000000000000000000000000,590530400243130127517/8000000000000000000000000000000
341,277375985978509222743/4000000000000000000000000000000,55475197195701844551/800000000000000000000000000000
342,130285312265110548167/2000000000000000000000000000000,130285312265110548173/2000000000000000000000000000000
343,489566896922852652971/8000000000000000000000000000000,97913379384570530599/1600000000000000000000000000000
344,459905538076744781653/8000000000000000000000000000000,459905538076744781677/8000000000000000000000000000000
345,108010317529378977937/2000000000000000000000000000000,108010317529378977943/2000000000000000000000000000000
346,202932606406147941639/4000000000000000000000000000000,202932606406147941651/4000000000000000000000000000000
347,381275082648066426111/8000000000000000000000000000000,76255016529613285227/1600000000000000000000000000000
348,71634958631321451183/1600000000000000000000000000000,17908739657830362797/400000000000000000000000000000
349,168237039727264930791/4000000000000000000000000000000,42059259931816232701/1000000000000000000000000000000
350,316088145531280951289/8000000000000000000000000000000,63217629106256190263/1600000000000000000000000000000
351,148468666453442858341/4000000000000000000000000000000,74234333226721429177/2000000000000000000000000000000
352,27894680936470380317/800000000000000000000000000000,69736702341175950799/2000000000000000000000000000000
353,131023138271457213899/4000000000000000000000000000000,16377892283932151739/500000000000000000000000000000
354,123084847621068992327/4000000000000000000000000000000,6154242381053449617/200000000000000000000000000000
355,115627513687913835011/4000000000000000000000000000000,7226719605494614689/250000000000000000000000000000
356,13577749597193540533/500000000000000000000000000000,108621996777548324277/4000000000000000000000000000000
357,102040922680369090623/4000000000000000000000000000000,25510230670092272659/1000000000000000000000000000000
358,191717151412586665111/8000000000000000000000000000000,191717151412586665137/8000000000000000000000000000000
359,18010159640028094487/800000000000000000000000000000,36020319280056188979/1600000000000000000000000000000
360,169189792290138221923/8000000000000000000000000000000,42297448072534555487/2000000000000000000000000000000
361,39734775242606325771/2000000000000000000000000000000,158939100970425303109/8000000000000000000000000000000
362,74654733821004860047/4000000000000000000000000000000,149309467642009720119/8000000000000000000000000000000
363,70131632151680528771/4000000000000000000000000000000,4383227009480033049/250000000000000000000000000000
364,65882571359158360473/4000000000000000000000000000000,32941285679579180243/2000000000000000000000000000000
365,3868184259127515187/250000000000000000000000000000,12378189629208048601/800000000000000000000000000000
366,58141165157865642037/4000000000000000000000000000000,1162823303157312841/80000000000000000000000000000
367,109237140072219815973/8000000000000000000000000000000,109237140072219815999/8000000000000000000000000000000
368,20523759265509904077/1600000000000000000000000000000,102618796327549520411/8000000000000000000000000000000
369,96401437759696193609/8000000000000000000000000000000,19280287551939238727/1600000000000000000000000000000
370,45280384952464960707/4000000000000000000000000000000,566004811905812009/50000000000000000000000000000
371,85073970226669876027/8000000000000000000000000000000,85073970226669876053/8000000000000000000000000000000
372,79919598935926461823/8000000000000000000000000000000,79919598935926461849/8000000000000000000000000000000
373,9384689401857468283/1000000000000000000000000000000,7507751521485974629/800000000000000000000000000000
374,70528798516095907323/8000000000000000000000000000000,70528798516095907349/8000000000000000000000000000000
375,13251134926055412739/1600000000000000000000000000000,66255674630277063721/8000000000000000000000000000000
